src_eth,dst_eth,type_eth,oui_eth_src,oui_eth_dst,lg_eth,ig_eth,src_ip,dst_ip,proto_ip,ttl_ip,flags_ip,len_ip,checksum_ip,srcport_tcp,dstport_tcp,flags_tcp,seq_tcp,ack_tcp,window_size_tcp,len_tcp
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,52.72.229.247,6,128,0x02,213,0x7ab6,61891,443,0x0018,1,1,1024,173
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,52.72.229.247,6,128,0x02,213,0x7ab6,61891,443,0x0018,1,1,1024,173
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,52.72.229.247,6,128,0x02,213,0x7ab6,61891,443,0x0018,1,1,1024,173
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,52.72.229.247,192.168.1.8,6,241,0x02,99,0x3764,443,61891,0x0018,1,174,163,59
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,52.72.229.247,6,128,0x02,40,0x7b62,61891,443,0x0010,174,60,1024,0
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,204.79.197.222,192.168.1.8,6,118,0x02,40,0x08de,443,61872,0x0014,1,1,0,0
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,278,0xd42a,61892,443,0x0018,1,1,1025,238
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,94,0xadc3,443,61892,0x0018,1,239,292,54
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
a8:a1:59:90:aa:e9,74:6f:88:15:9e:58,0x0800,ASRock Incorporation,zte corporation,False,False,192.168.1.8,44.209.246.29,6,128,0x02,1034,0xd135,61892,443,0x0018,239,55,1025,994
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
74:6f:88:15:9e:58,a8:a1:59:90:aa:e9,0x0800,zte corporation,ASRock Incorporation,False,False,44.209.246.29,192.168.1.8,6,241,0x02,211,0xad4d,443,61892,0x0018,55,1233,303,171
